Date,Month,Hour,Time,dewpt,humidity,rain,thunder,rain previous
1,11,11,11:00,9,27,0,0,0
1,11,12,12:00,10,32,0,0,0
1,11,13,13:00,11,44,0,0,0
1,11,14,14:00,10,41,0,0,0
1,11,16,16:00,11,47,0,0,0
1,11,17,17:00,12,56,0,0,0
1,11,18,18:00,13,60,0,0,0
1,11,19,19:00,13,60,0,0,0
1,11,20,20:00,13,68,0,0,0
1,11,21,21:00,13,68,0,0,0
1,11,22,22:00,13,68,0,0,0
1,11,23,23:00,12,64,0,0,0
2,11,0,00:00,11,60,0,0,0
2,11,1,01:00,11,60,0,0,0
2,11,2,02:00,10,52,0,0,0
2,11,3,03:00,10,46,0,0,0
2,11,4,04:00,10,44,0,0,0
2,11,5,05:00,11,39,0,0,0
2,11,6,06:00,10,32,0,0,0
2,11,7,07:00,10,29,0,0,0
2,11,8,08:00,8,24,0,0,0
2,11,9,09:00,7,22,0,0,0
2,11,10,10:00,7,22,0,0,0
2,11,11,11:00,8,25,0,0,0
2,11,12,12:00,10,34,0,0,0
2,11,13,13:00,11,41,0,0,0
2,11,14,14:00,12,53,0,0,0
2,11,15,15:00,12,56,0,0,0
2,11,16,16:00,12,64,0,0,0
2,11,17,17:00,12,60,0,0,0
2,11,18,18:00,12,64,0,0,0
2,11,19,19:00,11,60,0,0,0
2,11,20,20:00,11,68,0,0,0
2,11,21,21:00,11,68,0,0,0
2,11,22,22:00,12,72,0,0,0
2,11,23,23:00,12,72,0,0,0
3,11,0,00:00,11,68,0,0,0
3,11,1,01:00,11,72,0,0,0
3,11,2,02:00,10,63,0,0,0
3,11,3,03:00,12,64,0,0,0
3,11,4,04:00,12,53,0,0,0
3,11,5,05:00,14,60,0,0,0
3,11,6,06:00,13,44,0,0,0
3,11,7,07:00,9,30,0,0,0
3,11,8,08:00,11,35,0,0,0
3,11,9,09:00,11,33,0,0,0
3,11,10,10:00,11,33,0,0,0
3,11,11,11:00,12,39,0,0,0
3,11,12,12:00,12,42,0,0,0
3,11,13,13:00,14,60,0,0,0
3,11,14,14:00,13,57,0,0,0
3,11,15,15:00,13,60,0,0,0
3,11,16,16:00,12,56,0,0,0
3,11,17,17:00,13,64,0,0,0
3,11,18,18:00,12,60,0,0,0
3,11,19,19:00,12,64,0,0,0
3,11,20,20:00,13,68,0,0,0
3,11,21,21:00,12,64,0,0,0
3,11,22,22:00,13,77,0,0,0
3,11,23,23:00,13,77,0,0,0
4,11,0,00:00,12,68,0,0,0
4,11,1,01:00,11,77,0,0,0
4,11,2,02:00,11,68,0,0,0
4,11,3,03:00,12,60,0,0,0
4,11,5,05:00,12,42,0,0,0
4,11,6,06:00,12,37,0,0,0
4,11,7,07:00,10,32,0,0,0
4,11,8,08:00,8,27,0,0,0
4,11,9,09:00,9,29,0,0,0
4,11,10,10:00,7,25,0,0,0
4,11,11,11:00,10,34,0,0,0
4,11,12,12:00,10,39,0,0,0
4,11,13,13:00,10,44,0,0,0
4,11,16,16:00,9,46,0,0,0
4,11,17,17:00,9,46,0,0,0
4,11,18,18:00,10,59,0,0,0
4,11,19,19:00,11,64,0,0,0
4,11,21,21:00,11,68,0,0,0
5,11,4,04:00,9,38,0,0,0
5,11,5,05:00,9,34,0,0,0
5,11,6,06:00,8,27,0,0,0
5,11,7,07:00,7,23,0,0,0
5,11,8,08:00,8,25,0,0,0
6,11,7,07:00,9,30,0,0,0
6,11,8,08:00,7,25,0,0,0
6,11,9,09:00,8,27,0,0,0
6,11,10,10:00,5,22,0,0,0
6,11,11,11:00,7,26,0,0,0
6,11,12,12:00,7,32,0,0,0
6,11,13,13:00,8,36,0,0,0
6,11,14,14:00,10,52,0,0,0
6,11,15,15:00,10,56,0,0,0
6,11,17,17:00,10,56,0,0,0
6,11,18,18:00,10,56,0,0,0
6,11,19,19:00,10,59,0,0,0
6,11,20,20:00,11,68,0,0,0
6,11,21,21:00,11,72,0,0,0
6,11,22,22:00,11,72,0,0,0
6,11,23,23:00,11,77,0,0,0
7,11,0,00:00,11,77,0,0,0
7,11,1,01:00,11,68,0,0,0
7,11,2,02:00,10,59,0,0,0
7,11,3,03:00,12,64,0,0,0
7,11,4,04:00,13,53,0,0,0
7,11,5,05:00,13,47,0,0,0
7,11,6,06:00,11,37,0,0,0
7,11,7,07:00,11,33,0,0,0
7,11,8,08:00,8,27,0,0,0
7,11,9,09:00,8,25,0,0,0
7,11,10,10:00,7,23,0,0,0
7,11,11,11:00,7,25,0,0,0
7,11,12,12:00,9,36,0,0,0
7,11,13,13:00,9,38,0,0,0
7,11,14,14:00,10,46,0,0,0
7,11,15,15:00,9,49,0,0,0
7,11,16,16:00,9,52,0,0,0
7,11,17,17:00,9,52,0,0,0
7,11,18,18:00,8,49,0,0,0
7,11,19,19:00,8,52,0,0,0
7,11,20,20:00,9,59,0,0,0
7,11,21,21:00,9,59,0,0,0
7,11,22,22:00,8,59,0,0,0
7,11,23,23:00,8,63,0,0,0
8,11,0,00:00,7,59,0,0,0
8,11,1,01:00,,N/A,0,0,0
8,11,2,02:00,8,59,0,0,0
8,11,3,03:00,7,49,0,0,0
8,11,4,04:00,9,46,0,0,0
8,11,5,05:00,9,38,0,0,0
8,11,6,06:00,9,32,0,0,0
8,11,7,07:00,5,23,0,0,0
8,11,8,08:00,6,23,0,0,0
8,11,9,09:00,6,23,0,0,0
8,11,10,10:00,6,25,0,0,0
8,11,11,11:00,6,26,0,0,0
8,11,12,12:00,9,41,0,0,0
8,11,13,13:00,9,46,0,0,0
8,11,14,14:00,10,49,0,0,0
8,11,15,15:00,9,49,0,0,0
8,11,16,16:00,9,49,0,0,0
8,11,17,17:00,10,56,0,0,0
8,11,18,18:00,9,52,0,0,0
8,11,19,19:00,10,59,0,0,0
8,11,20,20:00,9,59,0,0,0
8,11,21,21:00,9,59,0,0,0
8,11,22,22:00,8,59,0,0,0
8,11,23,23:00,8,59,0,0,0
9,11,0,00:00,7,55,0,0,0
9,11,1,01:00,7,59,0,0,0
9,11,2,02:00,6,52,0,0,0
9,11,3,03:00,7,49,0,0,0
9,11,4,04:00,9,46,0,0,0
9,11,5,05:00,9,38,0,0,0
9,11,7,07:00,7,28,0,0,0
9,11,8,08:00,8,28,0,0,0
9,11,9,09:00,7,26,0,0,0
9,11,11,11:00,8,30,0,0,0
9,11,12,12:00,7,32,0,0,0
9,11,13,13:00,8,43,0,0,0
9,11,14,14:00,8,46,0,0,0
9,11,15,15:00,9,52,0,0,0
9,11,16,16:00,9,52,0,0,0
9,11,17,17:00,9,56,0,0,0
9,11,18,18:00,8,55,0,0,0
9,11,19,19:00,8,55,0,0,0
9,11,20,20:00,8,55,0,0,0
9,11,21,21:00,8,63,0,0,0
9,11,22,22:00,7,59,0,0,0
9,11,23,23:00,7,59,0,0,0
10,11,0,00:00,7,63,0,0,0
10,11,1,01:00,7,63,0,0,0
10,11,2,02:00,7,59,0,0,0
10,11,3,03:00,7,49,0,0,0
10,11,4,04:00,8,41,0,0,0
10,11,5,05:00,8,36,0,0,0
10,11,6,06:00,7,30,0,0,0
10,11,7,07:00,6,25,0,0,0
10,11,8,08:00,5,22,0,0,0
10,11,9,09:00,4,20,0,0,0
10,11,10,10:00,4,20,0,0,0
10,11,11,11:00,5,24,0,0,0
10,11,12,12:00,6,33,0,0,0
10,11,13,13:00,7,40,0,0,0
10,11,15,15:00,9,56,0,0,0
10,11,16,16:00,8,49,0,0,0
10,11,18,18:00,7,49,0,0,0
10,11,19,19:00,6,48,0,0,0
10,11,20,20:00,7,55,0,0,0
10,11,21,21:00,7,59,0,0,0
10,11,22,22:00,8,67,0,0,0
10,11,23,23:00,7,63,0,0,0
11,11,0,00:00,7,63,0,0,0
11,11,1,01:00,7,59,0,0,0
11,11,2,02:00,7,49,0,0,0
11,11,3,03:00,5,40,0,0,0
11,11,4,04:00,7,34,0,0,0
11,11,5,05:00,7,28,0,0,0
11,11,6,06:00,4,21,0,0,0
11,11,7,07:00,4,20,0,0,0
11,11,8,08:00,2,17,0,0,0
11,11,9,09:00,1,17,0,0,0
11,11,10,10:00,2,18,0,0,0
11,11,11,11:00,5,23,0,0,0
11,11,12,12:00,7,34,0,0,0
11,11,13,13:00,7,36,0,0,0
11,11,14,14:00,7,38,0,0,0
11,11,15,15:00,7,43,0,0,0
11,11,16,16:00,6,40,0,0,0
11,11,17,17:00,5,37,0,0,0
11,11,18,18:00,6,43,0,0,0
11,11,19,19:00,5,37,0,0,0
11,11,20,20:00,7,49,0,0,0
11,11,21,21:00,9,59,0,0,0
11,11,22,22:00,9,63,0,0,0
12,11,0,00:00,9,63,0,0,0
12,11,1,01:00,7,55,0,0,0
12,11,2,02:00,6,38,0,0,0
12,11,3,03:00,6,31,0,0,0
12,11,4,04:00,6,28,0,0,0
12,11,5,05:00,5,23,0,0,0
12,11,6,06:00,5,20,0,0,0
12,11,7,07:00,4,19,0,0,0
12,11,8,08:00,4,18,0,0,0
12,11,9,09:00,5,19,0,0,0
12,11,10,10:00,5,20,0,0,0
12,11,11,11:21,6,25,0,0,0
12,11,12,12:00,8,34,0,0,0
12,11,13,13:00,8,36,0,0,0
12,11,14,14:00,8,38,0,0,0
12,11,15,15:00,7,38,0,0,0
12,11,16,16:00,8,41,0,0,0
12,11,17,17:00,10,49,0,0,0
12,11,18,18:00,10,49,0,0,0
12,11,19,19:00,10,56,0,0,0
12,11,20,20:00,10,52,0,0,0
12,11,21,21:00,10,52,0,0,0
12,11,22,22:00,12,68,0,0,0
12,11,23,23:00,12,72,0,0,0
13,11,0,00:00,11,68,0,0,0
13,11,1,01:00,11,60,0,0,0
13,11,2,02:00,,N/A,0,0,0
13,11,3,03:00,12,56,0,0,0
13,11,4,04:00,12,44,0,0,0
13,11,5,05:00,11,41,0,0,0
13,11,6,06:00,11,39,0,0,0
13,11,7,07:00,10,32,0,0,0
13,11,8,08:00,10,23,0,0,0
13,11,9,09:00,12,37,0,0,0
13,11,10,10:00,11,35,0,0,0
13,11,11,11:00,13,42,0,0,0
13,11,12,12:00,13,47,0,0,0
13,11,13,13:00,14,57,0,0,0
13,11,14,14:00,13,57,0,0,0
13,11,15,15:00,13,60,0,0,0
13,11,17,17:00,13,60,0,0,0
13,11,18,18:00,13,60,0,0,0
13,11,19,19:00,13,64,0,0,0
13,11,20,20:00,12,64,0,0,0
13,11,21,21:00,14,64,0,0,0
13,11,22,22:00,13,53,0,0,0
13,11,23,23:00,13,64,0,0,0
14,11,0,00:00,13,64,0,0,0
14,11,1,01:00,13,60,0,0,0
14,11,4,04:00,13,57,0,0,0
14,11,5,05:00,9,36,0,0,0
14,11,6,06:00,10,36,0,0,0
14,11,7,07:00,9,32,0,0,0
14,11,8,08:00,6,25,0,0,0
14,11,9,09:00,7,26,0,0,0
14,11,10,10:00,6,25,0,0,0
14,11,11,11:00,6,26,0,0,0
14,11,12,12:00,8,36,0,0,0
14,11,13,13:00,8,43,0,0,0
14,11,14,14:00,8,49,0,0,0
14,11,15,15:00,9,52,0,0,0
14,11,20,20:00,8,59,0,0,0
14,11,21,21:00,8,63,0,0,0
14,11,22,22:00,8,67,0,0,0
14,11,23,23:00,8,67,0,0,0
15,11,0,00:00,8,67,0,0,0
15,11,1,01:00,7,63,0,0,0
15,11,3,03:00,7,59,0,0,0
15,11,5,05:00,8,41,0,0,0
15,11,6,06:00,8,38,0,0,0
15,11,7,07:00,9,36,0,0,0
15,11,8,08:00,5,26,0,0,0
15,11,11,11:00,5,29,0,0,0
15,11,12,12:00,7,38,0,0,0
15,11,13,13:00,9,52,0,0,0
15,11,16,16:00,9,59,0,0,0
15,11,17,17:00,8,59,0,0,0
15,11,18,18:00,8,63,0,0,0
15,11,19,19:00,7,63,0,0,0
15,11,20,20:00,7,63,0,0,0
15,11,21,21:00,7,67,0,0,0
15,11,22,22:00,7,72,0,0,0
15,11,23,23:00,6,67,0,0,0
16,11,0,00:00,5,67,0,0,0
16,11,1,01:00,4,62,0,0,0
16,11,2,02:00,4,58,0,0,0
16,11,3,03:00,3,45,0,0,0
16,11,4,04:00,3,39,0,0,0
16,11,5,05:00,2,32,0,0,0
16,11,6,06:00,,N/A,0,0,0
16,11,7,07:00,-1,19,0,0,0
16,11,8,08:00,0,19,0,0,0
16,11,9,09:00,1,21,0,0,0
16,11,10,10:00,1,21,0,0,0
16,11,11,11:00,1,23,0,0,0
16,11,12,12:00,2,27,0,0,0
16,11,13,13:00,3,39,0,0,0
16,11,14,14:00,4,42,0,0,0
16,11,15,15:00,2,37,0,0,0
16,11,16,16:00,2,39,0,0,0
16,11,17,17:00,2,42,0,0,0
16,11,18,18:00,2,44,0,0,0
16,11,19,19:00,2,44,0,0,0
16,11,21,21:00,3,58,0,0,0
16,11,22,22:00,3,58,0,0,0
17,11,0,00:00,2,58,0,0,0
17,11,1,01:00,4,62,0,0,0
17,11,2,02:00,3,58,0,0,0
17,11,3,03:00,2,44,0,0,0
17,11,4,04:00,3,37,0,0,0
17,11,5,05:00,3,31,0,0,0
17,11,6,06:00,3,27,0,0,0
17,11,7,07:00,0,19,0,0,0
17,11,8,08:00,0,19,0,0,0
17,11,9,09:00,-1,17,0,0,0
17,11,10,10:00,-1,18,0,0,0
17,11,11,11:00,1,22,0,0,0
17,11,12,12:00,2,27,0,0,0
17,11,13,13:00,3,37,0,0,0
17,11,14,14:00,5,45,0,0,0
17,11,15,15:00,4,42,0,0,0
17,11,16,16:00,3,39,0,0,0
17,11,17,17:00,3,42,0,0,0
17,11,18,18:00,6,59,0,0,0
17,11,19,19:00,5,55,0,0,0
17,11,20,20:00,4,51,0,0,0
17,11,21,21:00,5,58,0,0,0
17,11,22,22:00,5,62,0,0,0
17,11,23,23:00,4,58,0,0,0
18,11,0,00:00,3,51,0,0,0
18,11,1,01:00,3,51,0,0,0
18,11,2,02:00,1,39,0,0,0
18,11,3,03:00,3,39,0,0,0
18,11,4,04:00,3,29,0,0,0
18,11,5,05:00,2,22,0,0,0
18,11,10,10:00,0,16,0,0,0
18,11,11,11:00,5,28,0,0,0
18,11,12,12:00,6,38,0,0,0
18,11,13,13:00,6,38,0,0,0
18,11,14,14:00,6,40,0,0,0
18,11,15,15:00,4,37,0,0,0
18,11,16,16:00,4,40,0,0,0
18,11,17,17:00,4,42,0,0,0
18,11,18,18:00,4,45,0,0,0
18,11,19,19:00,4,42,0,0,0
18,11,21,21:00,5,51,0,0,0
18,11,22,22:00,7,52,0,0,0
18,11,23,23:00,3,45,0,0,0
19,11,0,00:00,3,42,0,0,0
19,11,1,01:00,3,42,0,0,0
19,11,2,02:00,3,39,0,0,0
19,11,3,03:00,3,35,0,0,0
19,11,4,04:00,5,37,0,0,0
19,11,5,05:00,3,25,0,0,0
19,11,6,06:00,2,24,0,0,0
19,11,7,07:00,5,28,0,0,0
19,11,8,08:00,3,24,0,0,0
19,11,9,09:00,4,26,0,0,0
19,11,10,10:00,3,24,0,0,0
19,11,11,11:00,6,33,0,0,0
19,11,12,12:00,5,40,0,0,0
19,11,13,13:00,7,52,0,0,0
19,11,15,15:00,8,55,0,0,0
19,11,16,16:00,9,63,0,0,0
19,11,17,17:00,9,59,0,0,0
19,11,18,18:00,9,63,0,0,0
19,11,19,19:00,9,63,0,0,0
19,11,20,20:00,11,72,0,0,0
19,11,21,21:00,11,77,0,0,0
19,11,22,22:00,11,68,0,0,0
19,11,23,23:00,12,72,0,0,0
20,11,0,00:00,12,72,0,0,0
20,11,1,01:00,12,72,0,0,0
20,11,2,02:00,14,60,0,0,0
20,11,3,03:00,13,68,0,0,0
20,11,5,05:00,11,50,0,0,0
20,11,6,06:00,13,53,0,0,0
20,11,8,08:00,12,44,0,0,0
20,11,9,09:00,12,44,0,0,0
20,11,10,10:00,12,50,0,0,0
20,11,11,11:00,13,57,0,0,0
20,11,12,12:00,13,60,0,0,0
20,11,13,13:00,14,68,0,0,0
20,11,14,14:00,14,64,0,0,0
20,11,15,15:00,14,68,0,0,0
20,11,16,16:00,13,64,0,0,0
20,11,17,17:00,10,56,0,0,0
20,11,18,18:00,9,52,0,0,0
20,11,19,19:00,10,68,0,0,0
20,11,20,20:00,10,63,0,0,0
20,11,21,21:00,10,68,0,0,0
20,11,22,22:00,10,77,0,0,0
20,11,23,23:00,9,72,0,0,0
21,11,1,01:00,9,72,0,0,0
21,11,2,02:00,8,63,0,0,0
21,11,3,03:00,8,63,0,0,0
21,11,4,04:00,9,63,0,0,0
21,11,5,05:00,11,60,0,0,0
21,11,6,06:00,12,53,0,0,0
21,11,7,07:00,13,53,0,0,0
21,11,8,08:00,13,47,0,0,0
21,11,9,09:00,12,44,0,0,0
21,11,10,10:00,11,41,0,0,0
21,11,12,12:00,13,64,0,0,0
21,11,13,13:00,13,68,0,0,0
21,11,14,14:00,12,64,0,0,0
21,11,15,15:00,12,64,0,0,0
21,11,16,16:00,11,68,0,0,0
21,11,17,17:00,8,55,0,0,0
21,11,18,18:00,6,52,0,0,0
21,11,19,19:00,6,55,0,0,0
21,11,20,20:00,6,63,0,0,0
21,11,21,21:00,6,63,0,0,0
21,11,22,22:00,6,71,0,0,0
21,11,23,23:00,7,76,0,0,0
22,11,0,00:00,6,71,0,0,0
22,11,2,02:00,5,62,0,0,0
22,11,3,03:00,7,72,0,0,0
22,11,4,04:00,5,48,0,0,0
22,11,5,05:00,5,40,0,0,0
22,11,10,10:00,4,29,0,0,0
22,11,11,11:00,5,35,0,0,0
22,11,12,12:00,5,40,0,0,0
22,11,13,13:00,6,52,0,0,0
22,11,14,14:00,6,55,0,0,0
22,11,15,15:00,5,55,0,0,0
22,11,16,16:00,7,59,0,0,0
22,11,17,17:00,7,67,0,0,0
22,11,18,18:00,7,67,0,0,0
22,11,19,19:00,6,63,0,0,0
22,11,21,21:00,6,67,0,0,0
22,11,22,22:00,6,67,0,0,0
22,11,23,23:00,6,67,0,0,0
23,11,1,01:00,6,67,0,0,0
23,11,2,02:00,6,59,0,0,0
23,11,3,03:00,6,59,0,0,0
23,11,4,04:00,6,48,0,0,0
23,11,5,05:00,5,40,0,0,0
23,11,6,06:00,7,43,0,0,0
23,11,7,07:00,5,35,0,0,0
23,11,8,08:00,5,33,0,0,0
23,11,9,09:00,6,33,0,0,0
23,11,10,10:00,4,31,0,0,0
23,11,11,11:00,6,38,0,0,0
23,11,12,12:00,6,43,0,0,0
23,11,13,13:00,7,52,0,0,0
23,11,14,14:00,7,55,0,0,0
23,11,15,15:00,7,59,0,0,0
23,11,16,16:00,6,55,0,0,0
23,11,17,17:00,7,63,0,0,0
23,11,18,18:00,7,63,0,0,0
23,11,19,19:00,6,63,0,0,0
23,11,20,20:00,6,67,0,0,0
23,11,21,21:00,6,67,0,0,0
23,11,22,22:00,5,67,0,0,0
23,11,23,23:00,6,76,0,0,0
24,11,0,00:00,6,76,0,0,0
24,11,1,01:00,6,71,0,0,0
24,11,2,02:00,7,72,0,0,0
24,11,3,03:00,6,63,0,0,0
24,11,4,04:00,7,55,0,0,0
24,11,5,05:00,9,52,0,0,0
24,11,6,06:00,6,38,0,0,0
24,11,7,07:00,7,38,0,0,0
24,11,8,08:00,6,31,0,0,0
24,11,9,09:00,5,29,0,0,0
24,11,10,10:00,4,27,0,0,0
24,11,11,11:00,4,31,0,0,0
24,11,12,12:00,4,37,0,0,0
24,11,13,13:00,5,48,0,0,0
24,11,14,14:00,5,45,0,0,0
24,11,15,15:00,5,48,0,0,0
24,11,16,16:00,5,51,0,0,0
24,11,17,17:00,5,58,0,0,0
24,11,18,18:00,4,51,0,0,0
24,11,19,19:00,5,62,0,0,0
24,11,20,20:00,5,58,0,0,0
24,11,21,21:00,6,71,0,0,0
24,11,22,22:00,5,62,0,0,0
24,11,23,23:00,5,67,0,0,0
25,11,0,00:00,4,62,0,0,0
25,11,1,01:00,4,58,0,0,0
25,11,2,02:00,4,54,0,0,0
25,11,3,03:00,5,51,0,0,0
25,11,4,04:00,4,42,0,0,0
25,11,5,05:00,5,37,0,0,0
25,11,6,06:00,5,33,0,0,0
25,11,8,08:00,4,27,0,0,0
25,11,9,09:00,4,27,0,0,0
25,11,10,10:00,4,26,0,0,0
25,11,11,11:00,4,29,0,0,0
25,11,12,12:00,5,37,0,0,0
25,11,13,13:00,5,45,0,0,0
25,11,14,14:00,6,48,0,0,0
25,11,15,15:00,7,55,0,0,0
25,11,16,16:00,6,55,0,0,0
25,11,17,17:00,6,55,0,0,0
25,11,18,18:00,6,59,0,0,0
25,11,19,19:00,6,59,0,0,0
25,11,20,20:00,5,55,0,0,0
25,11,21,21:00,5,62,0,0,0
25,11,23,23:00,6,67,0,0,0
26,11,0,00:00,6,63,0,0,0
26,11,1,01:00,5,62,0,0,0
26,11,2,02:00,7,55,0,0,0
26,11,3,03:00,6,48,0,0,0
26,11,4,04:00,,N/A,0,0,0
26,11,5,05:00,6,29,0,0,0
26,11,6,06:00,4,26,0,0,0
26,11,7,07:00,4,23,0,0,0
26,11,8,08:00,5,24,0,0,0
26,11,9,09:00,4,23,0,0,0
26,11,10,10:00,5,23,0,0,0
26,11,11,11:00,8,36,0,0,0
26,11,12,12:00,8,43,0,0,0
26,11,13,13:00,8,49,0,0,0
26,11,15,15:00,7,49,0,0,0
26,11,16,16:00,7,52,0,0,0
26,11,17,17:00,8,55,0,0,0
26,11,18,18:00,8,63,0,0,0
26,11,19,19:00,7,59,0,0,0
26,11,20,20:00,7,59,0,0,0
26,11,21,21:00,7,59,0,0,0
26,11,22,22:00,7,63,0,0,0
26,11,23,23:00,7,63,0,0,0
27,11,0,00:00,7,67,0,0,0
27,11,1,01:00,7,63,0,0,0
27,11,2,02:00,8,63,0,0,0
27,11,4,04:00,9,49,0,0,0
27,11,5,05:00,6,33,0,0,0
27,11,7,07:00,7,32,0,0,0
27,11,8,08:00,5,28,0,0,0
27,11,9,09:00,5,28,0,0,0
27,11,10,10:00,7,34,0,0,0
27,11,12,12:00,6,38,0,0,0
27,11,13,13:00,9,56,0,0,0
27,11,14,14:00,9,59,0,0,0
27,11,15,15:00,9,63,0,0,0
27,11,16,16:00,8,59,0,0,0
27,11,17,17:00,8,63,0,0,0
27,11,18,18:00,8,63,0,0,0
27,11,19,19:00,8,67,0,0,0
27,11,20,20:00,8,72,0,0,0
27,11,21,21:00,8,67,0,0,0
27,11,22,22:00,8,72,0,0,0
27,11,23,23:00,8,77,0,0,0
28,11,1,01:00,9,77,0,0,0
28,11,2,02:00,8,63,0,0,0
28,11,5,05:00,6,38,0,0,0
28,11,6,06:00,6,33,0,0,0
28,11,8,08:00,2,22,0,0,0
28,11,9,09:00,0,21,0,0,0
28,11,10,10:00,0,21,0,0,0
28,11,11,11:00,1,23,0,0,0
28,11,12,12:00,3,33,0,0,0
28,11,13,13:00,5,45,0,0,0
28,11,14,14:00,5,51,0,0,0
28,11,15,15:00,4,42,0,0,0
28,11,16,16:00,5,45,0,0,0
28,11,17,17:00,5,58,0,0,0
28,11,18,18:00,5,55,0,0,0
28,11,19,19:00,5,55,0,0,0
28,11,20,20:00,5,62,0,0,0
28,11,21,21:00,4,58,0,0,0
28,11,22,22:00,4,66,0,0,0
29,11,9,09:00,-4,16,0,0,0
29,11,13,13:00,1,36,0,0,0
29,11,14,14:00,1,39,0,0,0
29,11,16,16:00,2,51,0,0,0
29,11,17,17:00,2,51,0,0,0
29,11,18,18:00,,N/A,0,0,0
29,11,19,19:00,3,62,0,0,0
29,11,20,20:00,3,62,0,0,0
29,11,21,21:00,3,62,0,0,0
29,11,23,23:00,4,71,0,0,0
30,11,0,00:00,3,66,0,0,0
30,11,1,01:00,2,62,0,0,0
30,11,2,02:00,4,66,0,0,0
30,11,3,03:00,3,54,0,0,0
30,11,4,04:00,3,45,0,0,0
30,11,5,05:00,4,37,0,0,0
30,11,6,06:00,2,28,0,0,0
30,11,7,07:00,1,27,0,0,0
30,11,8,08:00,-1,22,0,0,0
30,11,9,09:00,-1,22,0,0,0
30,11,10,10:00,-1,22,0,0,0
30,11,13,13:00,3,42,0,0,0
30,11,14,14:00,3,48,0,0,0
30,11,15,15:00,4,51,0,0,0
30,11,16,16:00,4,54,0,0,0
30,11,17,17:00,3,54,0,0,0
30,11,18,18:00,3,58,0,0,0
30,11,19,19:00,3,58,0,0,0
30,11,20,20:00,4,62,0,0,0
30,11,21,21:00,4,66,0,0,0
30,11,22,22:00,4,71,0,0,0
30,11,23,23:00,3,62,0,0,0
1,12,0,00:00,4,71,0,0,0
1,12,1,01:00,2,58,0,0,0
1,12,2,02:00,3,58,0,0,0
1,12,3,03:00,3,54,0,0,0
1,12,4,04:00,3,45,0,0,0
1,12,5,05:00,3,37,0,0,0
1,12,6,06:00,3,33,0,0,0
1,12,7,07:00,3,31,0,0,0
1,12,10,10:00,2,27,0,0,0
1,12,11,11:00,2,28,0,0,0
1,12,12,12:00,4,40,0,0,0
1,12,13,13:00,4,48,0,0,0
1,12,14,14:00,5,55,0,0,0
1,12,15,15:00,5,58,0,0,0
1,12,16,16:00,5,58,0,0,0
1,12,17,17:00,5,67,0,0,0
1,12,18,18:00,5,58,0,0,0
1,12,19,19:00,5,67,0,0,0
1,12,20,20:00,5,67,0,0,0
1,12,21,21:00,5,67,0,0,0
1,12,22,22:00,5,76,0,0,0
1,12,23,23:00,6,82,0,0,0
2,12,1,01:00,5,76,0,0,0
2,12,4,04:00,5,55,0,0,0
2,12,5,05:00,6,48,0,0,0
2,12,6,06:00,6,43,0,0,0
2,12,7,07:00,5,35,0,0,0
2,12,8,08:00,4,31,0,0,0
2,12,9,09:00,1,23,0,0,0
2,12,10,10:00,1,23,0,0,0
2,12,11,11:00,2,28,0,0,0
2,12,12,12:00,3,39,0,0,0
2,12,13,13:00,4,45,0,0,0
2,12,14,14:00,4,48,0,0,0
2,12,15,15:00,5,58,0,0,0
2,12,16,16:00,4,51,0,0,0
2,12,17,17:00,5,58,0,0,0
2,12,18,18:00,4,58,0,0,0
2,12,19,19:00,4,58,0,0,0
2,12,20,20:00,4,66,0,0,0
2,12,21,21:00,3,58,0,0,0
2,12,22,22:00,3,66,0,0,0
2,12,23,23:00,4,66,0,0,0
3,12,1,01:00,4,71,0,0,0
3,12,3,03:00,5,51,0,0,0
3,12,4,04:00,6,55,0,0,0
3,12,5,05:00,8,49,0,0,0
3,12,6,06:00,8,43,0,0,0
3,12,8,08:00,8,41,0,0,0
3,12,9,09:00,9,41,0,0,0
3,12,10,10:00,7,38,0,0,0
3,12,11,11:00,10,52,0,0,0
3,12,12,12:00,10,59,0,0,0
3,12,13,13:00,9,63,0,0,0
3,12,14,14:00,8,59,0,0,0
3,12,15,15:00,8,63,0,0,0
3,12,16,16:00,8,67,0,0,0
3,12,17,17:00,8,67,0,0,0
3,12,18,18:00,8,72,0,0,0
3,12,19,19:00,8,77,0,0,0
3,12,20,20:00,8,77,0,0,0
3,12,21,21:00,8,82,0,0,0
4,12,0,00:00,8,82,0,0,0
4,12,1,01:00,8,72,0,0,0
4,12,2,02:00,8,67,0,0,0
4,12,3,03:00,8,67,0,0,0
4,12,4,04:00,9,67,0,0,0
4,12,5,05:00,8,52,0,0,0
4,12,6,06:00,8,43,0,0,0
4,12,7,07:00,9,43,0,0,0
4,12,8,08:00,5,31,0,0,0
4,12,9,09:00,4,27,0,0,0
4,12,10,10:00,4,27,0,0,0
4,12,11,11:00,4,29,0,0,0
4,12,13,13:00,6,52,0,0,0
4,12,14,14:00,6,55,0,0,0
4,12,15,15:00,6,55,0,0,0
4,12,16,16:00,6,59,0,0,0
4,12,17,17:00,6,59,0,0,0
4,12,18,18:00,7,67,0,0,0
4,12,19,19:00,7,72,0,0,0
4,12,21,21:00,6,76,0,0,0
4,12,22,22:00,6,76,0,0,0
5,12,3,03:00,8,72,0,0,0
5,12,4,04:00,7,59,0,0,0
5,12,5,05:00,8,59,0,0,0
